SampleID	Size	Description	99%	97%	RA	latitude	longitude	type	order
SRR7080731	69467	metagenome	0	2	0.0029%	36.673682	117.0630885	other	O1
SRR7080732	60453	metagenome	0	2	0.0033%	36.673682	117.0630885	other	O1
ERR440256	172545	metagenome	0	5	0.0029%	missing	missing	other	O1
ERR440342	97477	metagenome	0	5	0.0051%	missing	missing	other	O1
ERR578762	278142	Brassica oleracea var. botrytis	43	43	0.0155%	missing	missing	plant-associated	O1
ERR578678	109609	Brassica oleracea var. botrytis	0	21	0.0192%	missing	missing	plant-associated	O1
SRR2334481	44552	plant metagenome	0	8	0.0180%	9.42485	100.004805	plant-associated	O1
SRR5581328	44933	plant metagenome	3	3	0.0067%	23.63	102.86	plant-associated	O1
SRR1722377	177454	rhizosphere metagenome	0	2	0.0011%	31.72	121.25	plant-associated	O1
SRR3588910	38843	rhizosphere metagenome	2	2	0.0051%	missing	missing	plant-associated	O1
SRR6367441	135185	algae metagenome	9	9	0.0067%	-33.853198	151.245345	plant-associated	O2
SRR6367460	89459	algae metagenome	5	5	0.0056%	-33.83951	151.253294	plant-associated	O2
SRR8380143	13375	Porites lobata	0	4	0.0299%	missing	missing	plant-associated	O2
SRR6367459	85516	algae metagenome	0	3	0.0035%	-33.81515	151.285647	plant-associated	O2
SRR8639950	105593	algae metagenome	0	3	0.0028%	42	3	plant-associated	O2
SRR8380144	3990	Porites lobata	0	2	0.0501%	missing	missing	plant-associated	O2
SRR5380432	2431961	plant metagenome	0	29	0.0012%	30.419675	-115.9641889	plant-associated	O3
SRR5382571	2432394	plant metagenome	0	29	0.0012%	30.419675	-115.9641889	plant-associated	O3
SRR4938481	50983	plant metagenome	0	4	0.0078%	38.32	-123.05	plant-associated	O3
SRR4424476	270395	plant metagenome	0	3	0.0011%	missing	missing	plant-associated	O3
SRR4424767	22434	plant metagenome	0	3	0.0134%	missing	missing	plant-associated	O3
SRR4938482	73992	plant metagenome	0	3	0.0041%	38.32	-123.05	plant-associated	O3
SRR4938485	71376	plant metagenome	0	3	0.0042%	38.32	-123.05	plant-associated	O3
SRR4938525	98125	plant metagenome	0	3	0.0031%	38.32	-123.05	plant-associated	O3
SRR4938526	150088	plant metagenome	0	3	0.0020%	38.32	-123.05	plant-associated	O3
SRR8361504	145489	plant metagenome	0	3	0.0021%	25.736188	-80.167161	plant-associated	O3
SRR4424325	345558	plant metagenome	0	2	0.0006%	missing	missing	plant-associated	O3
SRR4424376	275212	plant metagenome	0	2	0.0007%	missing	missing	plant-associated	O3
SRR4425067	11303	plant metagenome	0	2	0.0177%	missing	missing	plant-associated	O3
SRR4425116	17407	plant metagenome	0	2	0.0115%	missing	missing	plant-associated	O3
SRR4425138	15504	plant metagenome	0	2	0.0129%	missing	missing	plant-associated	O3
SRR4938480	82082	plant metagenome	0	2	0.0024%	38.32	-123.05	plant-associated	O3
SRR4938502	82655	plant metagenome	0	2	0.0024%	38.32	-123.05	plant-associated	O3
SRR4938506	33157	plant metagenome	0	2	0.0060%	38.32	-123.05	plant-associated	O3
SRR4938516	62422	plant metagenome	0	2	0.0032%	38.32	-123.05	plant-associated	O3
SRR4938529	81714	plant metagenome	0	2	0.0024%	38.32	-123.05	plant-associated	O3
SRR4938539	75956	plant metagenome	0	2	0.0026%	38.32	-123.05	plant-associated	O3
SRR5380188	10658	plant metagenome	0	2	0.0188%	37.2204206	-76.4013352	plant-associated	O3
SRR5380189	13778	plant metagenome	0	2	0.0145%	37.2204206	-76.4013352	plant-associated	O3
SRR5380190	29506	plant metagenome	0	2	0.0068%	37.2543093	-76.4374474	plant-associated	O3
SRR5380707	1335473	plant metagenome	0	2	0.0001%	43.082895	2.973231	plant-associated	O3
SRR5380707	1335473	plant metagenome	0	2	0.0001%	43.082895	2.973231	plant-associated	O3
SRR5382608	1335222	plant metagenome	0	2	0.0001%	43.082895	2.973231	plant-associated	O3
SRR5382608	1335222	plant metagenome	0	2	0.0001%	43.082895	2.973231	plant-associated	O3
SRR8361496	88704	plant metagenome	0	2	0.0023%	25.743298	-80.173982	plant-associated	O3
SRR8361490	84670	plant metagenome	0	6	0.0071%	25.743298	-80.173982	plant-associated	O5
SRR8361507	114105	plant metagenome	0	6	0.0053%	25.743298	-80.173982	plant-associated	O5
SRR8361493	108284	plant metagenome	0	8	0.0074%	25.743298	-80.173982	plant-associated	O5
SRR8361507	114105	plant metagenome	6	6	0.0053%	25.743298	-80.173982	plant-associated	O5
SRR6161088	250788	plant metagenome	0	34	0.0136%	35.84	-83.96	plant-associated	O1
SRR6161173	324106	plant metagenome	0	20	0.0062%	35.84	-83.96	plant-associated	O1
SRR6161311	354832	plant metagenome	0	18	0.0051%	35.84	-83.96	plant-associated	O1
SRR6161147	193886	plant metagenome	0	14	0.0072%	35.84	-83.96	plant-associated	O1
SRR6161250	307679	plant metagenome	0	12	0.0039%	35.84	-83.96	plant-associated	O1
SRR6050230	66558	Chryseolinea	0	10	0.0150%	missing	missing	plant-associated	O1
SRR6077011	176563	plant metagenome	0	7	0.0040%	42.33302	12.15375	plant-associated	O1
SRR7548132	70198	plant metagenome	0	6	0.0085%	missing	missing	plant-associated	O1
SRR1722092	133880	rhizosphere metagenome	0	5	0.0037%	31.72378	121.23185	plant-associated	O1
SRR7548156	68494	plant metagenome	0	5	0.0073%	missing	missing	plant-associated	O1
SRR6161151	183875	plant metagenome	0	4	0.0022%	35.84	-83.96	plant-associated	O1
SRR7548162	70073	plant metagenome	0	4	0.0057%	missing	missing	plant-associated	O1
SRR6161150	286153	plant metagenome	0	3	0.0010%	35.84	-83.96	plant-associated	O1
SRR6161153	253152	plant metagenome	0	3	0.0012%	35.84	-83.96	plant-associated	O1
SRR7548171	69264	plant metagenome	0	3	0.0043%	missing	missing	plant-associated	O1
ERR2046421	192762	rhizosphere metagenome	0	2	0.0010%	42.754	-76.702	plant-associated	O1
SRR5814931	64651	rhizosphere metagenome	0	2	0.0031%	28.04	109.51	plant-associated	O1
SRR6076977	160732	plant metagenome	0	2	0.0012%	43.10067	12.1866	plant-associated	O1
SRR6161223	178154	plant metagenome	0	2	0.0011%	35.84	-83.96	plant-associated	O1
SRR6834540	79125	rhizosphere metagenome	0	2	0.0025%	40.8	111.67	plant-associated	O1
SRR6837757	51074	rhizosphere metagenome	0	2	0.0039%	31.39	119.28	plant-associated	O1
SRR6837768	50575	rhizosphere metagenome	0	2	0.0040%	31.39	119.28	plant-associated	O1
SRR6837769	47007	rhizosphere metagenome	0	2	0.0043%	31.39	119.28	plant-associated	O1
SRR7548160	65064	plant metagenome	0	2	0.0031%	missing	missing	plant-associated	O1
SRR2334482	39225	plant metagenome	0	54	0.1377%	9.42485	100.004805	plant-associated	O1
ERR578762	278142	Brassica oleracea var. botrytis	0	43	0.0155%	missing	missing	plant-associated	O1
SRR2334481	44552	plant metagenome	0	17	0.0382%	9.42485	100.004805	plant-associated	O1
SRR2334481	44552	plant metagenome	0	17	0.0382%	9.42485	100.004805	plant-associated	O1
SRR5581328	44933	plant metagenome	0	3	0.0067%	23.63	102.86	plant-associated	O1
ERR1429254	19742	freshwater sediment metagenome	0	3	0.0152%	53	13	sediment	O3
ERR1429256	2889	freshwater sediment metagenome	0	2	0.0692%	53	13	sediment	O3
SRR2953752	17782	sediment metagenome	0	8	0.0450%	29.2964	-90.54977	sediment	O3
SRR2953787	22750	sediment metagenome	0	6	0.0264%	29.49115	-89.91128	sediment	O3
SRR2953788	18180	sediment metagenome	0	6	0.0330%	29.49115	-89.91128	sediment	O3
SRR2954089	16325	sediment metagenome	0	6	0.0368%	29.4458	-89.8762	sediment	O3
SRR1303676	27209	sediment metagenome	5	5	0.0184%	37.1	97.6	sediment	O3
SRR2953775	11437	sediment metagenome	0	5	0.0437%	29.26583	-90.02487	sediment	O3
SRR2057812	26733	sediment metagenome	0	4	0.0150%	29.45437	-89.770083	sediment	O3
SRR1303677	23850	sediment metagenome	3	3	0.0126%	37.5	95.3	sediment	O3
SRR2954095	11839	sediment metagenome	0	3	0.0253%	29.47427	-89.85642	sediment	O3
SRR2953792	12976	sediment metagenome	0	2	0.0154%	29.48955	-89.90835	sediment	O3
SRR2953825	15712	sediment metagenome	0	2	0.0127%	29.26583	-90.02487	sediment	O3
SRR2953969	24069	sediment metagenome	0	2	0.0083%	29.293	-90.6049	sediment	O3
SRR2954204	15206	sediment metagenome	0	2	0.0132%	29.30231	-90.59848	sediment	O3
SRR7519516	1992124	sediment metagenome	0	1390	0.0698%	36.27	7.16	sediment	O1
SRR3134637	461814	sediment metagenome	74	74	0.0160%	missing	missing	sediment	O1
SRR3137364	23702	sediment metagenome	13	13	0.0548%	36.99138	116.70752	sediment	O1
SRR1138544	21031	sediment metagenome	0	3	0.0143%	23.07636	113.4617	sediment	O1
SRR2961644	43036	sediment metagenome	3	3	0.0070%	37.76694444	119.1688889	sediment	O1
ERR1942567	108169	sediment metagenome	0	2	0.0018%	-12.35	130.9	sediment	O1
SRR3136257	13000	sediment metagenome	0	2	0.0154%	36.99138	116.70752	sediment	O1
SRR1980798	170377	sediment metagenome	823	823	0.4830%	13.82	-116.53	sediment	O2
SRR1980799	147432	sediment metagenome	646	646	0.4382%	13.82	-116.53	sediment	O2
SRR1980794	128573	sediment metagenome	559	559	0.4348%	13.82	-116.53	sediment	O2
SRR1980821	115332	sediment metagenome	430	430	0.3728%	13.76	-116.46	sediment	O2
SRR1980796	127650	sediment metagenome	420	420	0.3290%	13.82	-116.53	sediment	O2
SRR1980801	139309	sediment metagenome	418	418	0.3001%	13.82	-116.53	sediment	O2
SRR1980791	139081	sediment metagenome	377	377	0.2711%	13.96	-116.57	sediment	O2
SRR1980800	159025	sediment metagenome	358	358	0.2251%	13.82	-116.53	sediment	O2
SRR1980776	149618	sediment metagenome	339	339	0.2266%	13.85	-116.63	sediment	O2
SRR1980835	88842	sediment metagenome	337	337	0.3793%	13.86	-116.55	sediment	O2
SRR1980779	145780	sediment metagenome	332	332	0.2277%	13.79	-116.7	sediment	O2
SRR1980787	86077	sediment metagenome	332	332	0.3857%	13.96	-116.57	sediment	O2
SRR1980804	111813	sediment metagenome	326	326	0.2916%	13.81	-116.71	sediment	O2
SRR1980807	96702	sediment metagenome	309	309	0.3195%	13.81	-116.71	sediment	O2
SRR1980833	118632	sediment metagenome	307	307	0.2588%	13.86	-116.55	sediment	O2
SRR1980820	90546	sediment metagenome	295	295	0.3258%	13.76	-116.46	sediment	O2
SRR1980847	55950	sediment metagenome	295	295	0.5273%	13.9	-116.59	sediment	O2
SRR1980780	149962	sediment metagenome	272	272	0.1814%	13.79	-116.7	sediment	O2
SRR1980778	133418	sediment metagenome	271	271	0.2031%	13.79	-116.7	sediment	O2
SRR1980781	125703	sediment metagenome	271	271	0.2156%	13.79	-116.7	sediment	O2
SRR1980790	84680	sediment metagenome	270	270	0.3188%	13.96	-116.57	sediment	O2
SRR1980775	102909	sediment metagenome	255	255	0.2478%	13.85	-116.63	sediment	O2
SRR1980784	127388	sediment metagenome	248	248	0.1947%	13.96	-116.57	sediment	O2
SRR1980825	105724	sediment metagenome	244	244	0.2308%	13.76	-116.49	sediment	O2
SRR1980817	104063	sediment metagenome	241	241	0.2316%	13.76	-116.46	sediment	O2
SRR1980845	63822	sediment metagenome	239	239	0.3745%	13.9	-116.59	sediment	O2
SRR1980789	167923	sediment metagenome	235	235	0.1399%	13.96	-116.57	sediment	O2
SRR1980797	110001	sediment metagenome	235	235	0.2136%	13.82	-116.53	sediment	O2
SRR1980837	110616	sediment metagenome	233	233	0.2106%	13.86	-116.55	sediment	O2
SRR1980786	131861	sediment metagenome	231	231	0.1752%	13.96	-116.57	sediment	O2
SRR1980773	144869	sediment metagenome	228	228	0.1574%	13.85	-116.63	sediment	O2
SRR1980819	81112	sediment metagenome	228	228	0.2811%	13.76	-116.46	sediment	O2
SRR1980812	146239	sediment metagenome	227	227	0.1552%	13.76	-116.46	sediment	O2
SRR1980832	134138	sediment metagenome	216	216	0.1610%	13.89	-116.69	sediment	O2
SRR1980785	160707	sediment metagenome	205	205	0.1276%	13.79	-116.7	sediment	O2
SRR1980813	143607	sediment metagenome	203	203	0.1414%	13.76	-116.46	sediment	O2
SRR1980788	105521	sediment metagenome	201	201	0.1905%	13.96	-116.57	sediment	O2
SRR1980828	92111	sediment metagenome	196	196	0.2128%	13.89	-116.69	sediment	O2
SRR1980830	106347	sediment metagenome	193	193	0.1815%	13.89	-116.69	sediment	O2
SRR1980806	98535	sediment metagenome	190	190	0.1928%	13.81	-116.71	sediment	O2
SRR5879063	221865	sediment metagenome	0	190	0.0856%	16.2	41.24	sediment	O2
SRR5879018	155800	sediment metagenome	0	189	0.1213%	16.2	41.24	sediment	O2
SRR1980783	85917	sediment metagenome	180	180	0.2095%	13.79	-116.7	sediment	O2
SRR1980777	81894	sediment metagenome	179	179	0.2186%	13.85	-116.63	sediment	O2
SRR1980809	76077	sediment metagenome	175	175	0.2300%	13.81	-116.71	sediment	O2
SRR1980771	74337	sediment metagenome	174	174	0.2341%	13.85	-116.63	sediment	O2
SRR1980803	117200	sediment metagenome	174	174	0.1485%	13.81	-116.71	sediment	O2
SRR1980808	100239	sediment metagenome	171	171	0.1706%	13.81	-116.71	sediment	O2
SRR1980770	87198	sediment metagenome	169	169	0.1938%	13.85	-116.63	sediment	O2
SRR1980834	115695	sediment metagenome	167	167	0.1443%	13.86	-116.55	sediment	O2
SRR1980805	99540	sediment metagenome	164	164	0.1648%	13.81	-116.71	sediment	O2
SRR1980782	78413	sediment metagenome	163	163	0.2079%	13.79	-116.7	sediment	O2
SRR1980851	45116	sediment metagenome	156	156	0.3458%	13.9	-116.59	sediment	O2
SRR1980810	88122	sediment metagenome	152	152	0.1725%	13.76	-116.46	sediment	O2
SRR1980792	80454	sediment metagenome	148	148	0.1840%	13.96	-116.57	sediment	O2
SRR1980838	46914	sediment metagenome	143	143	0.3048%	13.86	-116.55	sediment	O2
SRR1980850	79181	sediment metagenome	140	140	0.1768%	13.9	-116.59	sediment	O2
SRR1980842	36046	sediment metagenome	138	138	0.3828%	13.9	-116.57	sediment	O2
SRR1980816	87360	sediment metagenome	136	136	0.1557%	13.76	-116.46	sediment	O2
SRR1980827	63146	sediment metagenome	136	136	0.2154%	13.89	-116.69	sediment	O2
SRR1980826	86865	sediment metagenome	124	124	0.1428%	13.89	-116.69	sediment	O2
SRR1980843	45571	sediment metagenome	124	124	0.2721%	13.9	-116.57	sediment	O2
SRR1980824	89939	sediment metagenome	116	116	0.1290%	13.89	-116.69	sediment	O2
SRR1980849	43329	sediment metagenome	115	115	0.2654%	13.9	-116.59	sediment	O2
SRR1980793	104283	sediment metagenome	113	113	0.1084%	13.82	-116.53	sediment	O2
SRR1980802	88749	sediment metagenome	111	111	0.1251%	13.81	-116.71	sediment	O2
SRR1980840	46425	sediment metagenome	107	107	0.2305%	13.86	-116.55	sediment	O2
SRR1980836	36443	sediment metagenome	101	101	0.2771%	13.86	-116.55	sediment	O2
SRR5879039	120578	sediment metagenome	0	99	0.0821%	16.2	41.24	sediment	O2
SRR1980774	70548	sediment metagenome	96	96	0.1361%	13.85	-116.63	sediment	O2
SRR1980823	45292	sediment metagenome	89	89	0.1965%	13.76	-116.49	sediment	O2
SRR1980829	85347	sediment metagenome	89	89	0.1043%	13.89	-116.69	sediment	O2
SRR5879047	108866	sediment metagenome	0	87	0.0799%	16.2	41.24	sediment	O2
SRR1980815	44034	sediment metagenome	84	84	0.1908%	13.76	-116.46	sediment	O2
SRR1980831	79860	sediment metagenome	76	76	0.0952%	13.89	-116.69	sediment	O2
SRR1980841	25551	sediment metagenome	70	70	0.2740%	13.9	-116.57	sediment	O2
SRR1980848	33028	sediment metagenome	63	63	0.1907%	13.9	-116.59	sediment	O2
SRR5877350	70461	sediment metagenome	0	60	0.0852%	-31.42	29.25	sediment	O2
SRR5880088	70410	sediment metagenome	0	60	0.0852%	-31.42	29.25	sediment	O2
SRR1980814	67582	sediment metagenome	57	57	0.0843%	13.76	-116.46	sediment	O2
SRR5877351	82674	sediment metagenome	0	56	0.0677%	-31.42	29.25	sediment	O2
SRR5880087	82227	sediment metagenome	0	56	0.0681%	-31.42	29.25	sediment	O2
SRR5879081	64608	sediment metagenome	0	53	0.0820%	16.2	41.24	sediment	O2
SRR5877348	127305	sediment metagenome	0	52	0.0408%	-31.42	29.25	sediment	O2
SRR5880086	127629	sediment metagenome	0	52	0.0407%	-31.42	29.25	sediment	O2
SRR1980839	15077	sediment metagenome	48	48	0.3184%	13.86	-116.55	sediment	O2
SRR5877401	85791	sediment metagenome	0	46	0.0536%	-31.42	29.25	sediment	O2
SRR5879078	123422	sediment metagenome	0	46	0.0373%	16.2	41.24	sediment	O2
SRR5877364	132242	sediment metagenome	0	42	0.0318%	-31.42	29.25	sediment	O2
SRR5879074	61377	sediment metagenome	0	42	0.0684%	16.2	41.24	sediment	O2
SRR5877365	114329	sediment metagenome	0	41	0.0359%	-31.42	29.25	sediment	O2
SRR1980818	44106	sediment metagenome	37	37	0.0839%	13.76	-116.46	sediment	O2
SRR6081897	27991	sediment metagenome	0	37	0.1322%	missing	missing	sediment	O2
SRR5879080	123470	sediment metagenome	0	35	0.0283%	16.2	41.24	sediment	O2
SRR5879044	150547	sediment metagenome	0	34	0.0226%	16.2	41.24	sediment	O2
SRR5878991	106794	sediment metagenome	0	33	0.0309%	16.2	41.24	sediment	O2
SRR5879040	196607	sediment metagenome	0	33	0.0168%	16.2	41.24	sediment	O2
SRR5878990	70920	sediment metagenome	0	32	0.0451%	16.2	41.24	sediment	O2
SRR5877353	73667	sediment metagenome	0	31	0.0421%	-31.42	29.25	sediment	O2
SRR5878998	105618	sediment metagenome	0	29	0.0275%	16.2	41.24	sediment	O2
ERR1777337	60080	sediment metagenome	0	28	0.0466%	missing	missing	sediment	O2
SRR5877318	100853	sediment metagenome	0	27	0.0268%	-31.42	29.25	sediment	O2
SRR5880130	100839	sediment metagenome	0	27	0.0268%	-31.42	29.25	sediment	O2
SRR5879022	86526	sediment metagenome	0	26	0.0300%	16.2	41.24	sediment	O2
SRR5879035	155580	sediment metagenome	0	26	0.0167%	16.2	41.24	sediment	O2
SRR5877317	109056	sediment metagenome	0	22	0.0202%	-31.42	29.25	sediment	O2
SRR5877327	99495	sediment metagenome	0	20	0.0201%	-31.42	29.25	sediment	O2
SRR5878997	62051	sediment metagenome	0	20	0.0322%	16.2	41.24	sediment	O2
SRR5877352	68960	sediment metagenome	0	19	0.0276%	-31.42	29.25	sediment	O2
SRR5880082	69006	sediment metagenome	0	19	0.0275%	-31.42	29.25	sediment	O2
SRR5877342	62609	sediment metagenome	0	18	0.0287%	-31.42	29.25	sediment	O2
SRR5880103	62814	sediment metagenome	0	18	0.0287%	-31.42	29.25	sediment	O2
ERR1777346	35339	sediment metagenome	0	16	0.0453%	missing	missing	sediment	O2
SRR5877407	71866	sediment metagenome	0	15	0.0209%	-31.42	29.25	sediment	O2
SRR5877373	102207	sediment metagenome	0	14	0.0137%	-31.42	29.25	sediment	O2
SRR5877374	90646	sediment metagenome	0	14	0.0154%	-31.42	29.25	sediment	O2
SRR5877378	42030	sediment metagenome	0	14	0.0333%	-31.42	29.25	sediment	O2
SRR5877388	105683	sediment metagenome	0	14	0.0132%	-31.42	29.25	sediment	O2
SRR5877332	88899	sediment metagenome	0	13	0.0146%	-31.42	29.25	sediment	O2
SRR5877386	62025	sediment metagenome	0	13	0.0210%	-31.42	29.25	sediment	O2
SRR5878969	46633	sediment metagenome	0	13	0.0279%	16.2	41.24	sediment	O2
ERR1777158	141803	sediment metagenome	0	12	0.0085%	missing	missing	sediment	O2
SRR5877400	95438	sediment metagenome	0	12	0.0126%	-31.42	29.25	sediment	O2
SRR5877341	75585	sediment metagenome	0	11	0.0146%	-31.42	29.25	sediment	O2
SRR5877356	87626	sediment metagenome	0	11	0.0126%	-31.42	29.25	sediment	O2
SRR5877377	51394	sediment metagenome	0	11	0.0214%	-31.42	29.25	sediment	O2
SRR5879016	100612	sediment metagenome	0	11	0.0109%	16.2	41.24	sediment	O2
SRR5880080	87543	sediment metagenome	0	11	0.0126%	-31.42	29.25	sediment	O2
SRR6370774	60172	sediment metagenome	0	11	0.0183%	-6.01	80	sediment	O2
ERR1777338	54656	sediment metagenome	10	10	0.0183%	missing	missing	sediment	O2
SRR5877363	150493	sediment metagenome	0	10	0.0066%	-31.42	29.25	sediment	O2
SRR5877382	95247	sediment metagenome	0	10	0.0105%	-31.42	29.25	sediment	O2
SRR5878968	28945	sediment metagenome	0	10	0.0345%	16.2	41.24	sediment	O2
SRR5877369	38484	sediment metagenome	0	9	0.0234%	-31.42	29.25	sediment	O2
SRR5878980	101711	sediment metagenome	0	9	0.0088%	16.2	41.24	sediment	O2
ERR1777344	22063	sediment metagenome	8	8	0.0363%	missing	missing	sediment	O2
SRR5877360	93351	sediment metagenome	0	8	0.0086%	-31.42	29.25	sediment	O2
SRR5877381	85416	sediment metagenome	0	8	0.0094%	-31.42	29.25	sediment	O2
SRR5877383	83164	sediment metagenome	0	8	0.0096%	-31.42	29.25	sediment	O2
SRR5877385	74375	sediment metagenome	0	8	0.0108%	-31.42	29.25	sediment	O2
SRR5877387	45390	sediment metagenome	0	8	0.0176%	-31.42	29.25	sediment	O2
SRR5879045	127614	sediment metagenome	0	8	0.0063%	16.2	41.24	sediment	O2
SRR5880166	83024	sediment metagenome	0	8	0.0096%	-31.42	29.25	sediment	O2
SRR2027623	124859	sediment metagenome	7	7	0.0056%	missing	missing	sediment	O2
SRR2027624	223663	sediment metagenome	0	7	0.0031%	missing	missing	sediment	O2
SRR5877354	96301	sediment metagenome	0	7	0.0073%	-31.42	29.25	sediment	O2
SRR5877355	61603	sediment metagenome	0	7	0.0114%	-31.42	29.25	sediment	O2
SRR5877375	66316	sediment metagenome	0	7	0.0106%	-31.42	29.25	sediment	O2
SRR5877419	27004	sediment metagenome	0	7	0.0259%	-31.42	29.25	sediment	O2
SRR5878995	63689	sediment metagenome	0	7	0.0110%	16.2	41.24	sediment	O2
SRR5880083	61411	sediment metagenome	0	7	0.0114%	-31.42	29.25	sediment	O2
SRR5880084	96628	sediment metagenome	0	7	0.0072%	-31.42	29.25	sediment	O2
SRR6660838	14739	sediment metagenome	0	7	0.0475%	11.3059	-139.3551	sediment	O2
SRR1763624	35650	sediment metagenome	0	6	0.0168%	51.16	2.71	sediment	O2
SRR1980811	3274	sediment metagenome	0	6	0.1833%	13.76	-116.46	sediment	O2
SRR5877405	56698	sediment metagenome	0	6	0.0106%	-31.42	29.25	sediment	O2
SRR5877409	56319	sediment metagenome	0	6	0.0107%	-31.42	29.25	sediment	O2
SRR5877320	175456	sediment metagenome	0	5	0.0028%	-31.42	29.25	sediment	O2
SRR5877343	65535	sediment metagenome	0	5	0.0076%	-31.42	29.25	sediment	O2
SRR5877371	48121	sediment metagenome	0	5	0.0104%	-31.42	29.25	sediment	O2
SRR5877384	65955	sediment metagenome	0	5	0.0076%	-31.42	29.25	sediment	O2
SRR5879023	27580	sediment metagenome	0	5	0.0181%	16.2	41.24	sediment	O2
SRR5879071	41947	sediment metagenome	0	5	0.0119%	16.2	41.24	sediment	O2
SRR5880081	48015	sediment metagenome	0	5	0.0104%	-31.42	29.25	sediment	O2
SRR6660837	24153	sediment metagenome	0	5	0.0207%	11.2721	-139.3703	sediment	O2
SRR1945177	22973	sediment metagenome	4	4	0.0174%	missing	missing	sediment	O2
SRR5877326	119524	sediment metagenome	0	4	0.0033%	-31.42	29.25	sediment	O2
SRR5877420	98246	sediment metagenome	0	4	0.0041%	-31.42	29.25	sediment	O2
SRR5878999	78648	sediment metagenome	0	4	0.0051%	16.2	41.24	sediment	O2
SRR5879085	69761	sediment metagenome	0	4	0.0057%	16.2	41.24	sediment	O2
SRR1980844	2640	sediment metagenome	3	3	0.1136%	13.9	-116.59	sediment	O2
SRR2057816	13016	sediment metagenome	0	3	0.0230%	29.17407	-90.64935	sediment	O2
SRR5877390	22950	sediment metagenome	0	3	0.0131%	-31.42	29.25	sediment	O2
SRR5878982	139753	sediment metagenome	0	3	0.0021%	16.2	41.24	sediment	O2
SRR8285359	41815	sediment metagenome	0	3	0.0072%	missing	missing	sediment	O2
ERR1144145	21670	sediment metagenome	2	2	0.0092%	-72.297446	-104.29808	sediment	O2
ERR1777341	36962	sediment metagenome	0	2	0.0054%	missing	missing	sediment	O2
SRR1138552	21121	sediment metagenome	0	2	0.0095%	22.07071	113.9002	sediment	O2
SRR1980772	3816	sediment metagenome	2	2	0.0524%	13.85	-116.63	sediment	O2
SRR5877330	65696	sediment metagenome	0	2	0.0030%	-31.42	29.25	sediment	O2
SRR5877349	14163	sediment metagenome	0	2	0.0141%	-31.42	29.25	sediment	O2
SRR5877376	80520	sediment metagenome	0	2	0.0025%	-31.42	29.25	sediment	O2
SRR5877422	112877	sediment metagenome	0	2	0.0018%	-31.42	29.25	sediment	O2
SRR5878970	26261	sediment metagenome	0	2	0.0076%	16.2	41.24	sediment	O2
SRR5879000	13049	sediment metagenome	0	2	0.0153%	16.2	41.24	sediment	O2
SRR5879006	74139	sediment metagenome	0	2	0.0027%	16.2	41.24	sediment	O2
SRR5879011	105838	sediment metagenome	0	2	0.0019%	16.2	41.24	sediment	O2
SRR5879084	15961	sediment metagenome	0	2	0.0125%	16.2	41.24	sediment	O2
SRR6081898	15364	sediment metagenome	0	2	0.0130%	missing	missing	sediment	O2
SRR7535351	26179	sediment metagenome	2	2	0.0076%	missing	missing	sediment	O2
DRR061174	68910	sediment metagenome	0	10	0.0145%	38.25	141.14	sediment	O3
DRR046878	170860	sediment metagenome	9	9	0.0053%	30.78077	130.27951	sediment	O3
SRR6398178	11137	sediment metagenome	0	4	0.0359%	41.35177	-70.383764	sediment	O3
DRR061184	90078	sediment metagenome	0	3	0.0033%	38.25	141.14	sediment	O3
ERR1739313	20105	sediment metagenome	0	3	0.0149%	missing	missing	sediment	O3
ERR1739338	42690	sediment metagenome	0	3	0.0070%	missing	missing	sediment	O3
ERR1739340	40835	sediment metagenome	0	3	0.0073%	missing	missing	sediment	O3
ERR1739379	63020	sediment metagenome	0	3	0.0048%	missing	missing	sediment	O3
SRR1286276	96207	sediment metagenome	0	3	0.0031%	36.88	99.66	sediment	O3
SRR6398179	40856	sediment metagenome	0	3	0.0073%	41.35177	-70.383765	sediment	O3
DRR061172	73848	sediment metagenome	0	2	0.0027%	38.25	141.14	sediment	O3
DRR061178	105243	sediment metagenome	0	2	0.0019%	38.25	141.14	sediment	O3
ERR1739266	33962	sediment metagenome	0	2	0.0059%	missing	missing	sediment	O3
ERR1739387	44710	sediment metagenome	0	2	0.0045%	missing	missing	sediment	O3
ERR1739397	33996	sediment metagenome	0	2	0.0059%	missing	missing	sediment	O3
SRR2953836	8269	sediment metagenome	0	2	0.0242%	29.4623	-89.8729	sediment	O3
SRR2954085	14457	sediment metagenome	0	2	0.0138%	29.45082	-89.75003	sediment	O3
SRR6398150	29293	sediment metagenome	0	2	0.0068%	41.35177	-70.383761	sediment	O3
SRR6398193	27288	sediment metagenome	2	2	0.0073%	41.351	-70.38376	sediment	O3
SRR6452038	25712	sediment metagenome	0	2	0.0078%	33.789058	-118.66823	sediment	O3
SRR6452039	27609	sediment metagenome	2	2	0.0072%	33.789058	-118.66823	sediment	O3
SRR6452073	18326	sediment metagenome	0	2	0.0109%	33.819705	-118.669433	sediment	O3
SRR6517612	48882	sediment metagenome	0	2	0.0041%	-32.9483	151.83472	sediment	O3
SRR8512737	16530	sediment metagenome	0	2	0.0121%	41.338847	-71.874226	sediment	O3
SRR8512746	62142	sediment metagenome	0	2	0.0032%	41.338847	-71.874226	sediment	O3
SRR8512750	44272	sediment metagenome	0	2	0.0045%	41.338847	-71.874226	sediment	O3
